location,topic,topic_num,titles,urls,lat,long,category,world_score,canada_score,bc_score,image_urls
Newfoundland,just people times think things family feel know ,0,"['I Don’t Know If My Kids Will Ever See Their Grandparents Again', 'Shaun Majumder talks parenting, prejudice and his New West show', ""22 Minutes' Trent McClellan on creative process, being Black in NL and more""]","['https://www.cbc.ca/parents/learning/view/covid-19-grandparents-and-the-future', 'https://www.newwestrecord.ca/entertainment/shaun-majumder-talks-parenting-prejudice-and-his-new-west-show-1.24002375', 'https://www.cbc.ca/television/22-minutes-trent-mcclellan-on-creative-process-being-black-in-nl-and-more-1.5532558']",49.12120935,-56.696296212741,lifestyle,20.0,14.0,11.0,"['https://www.cbc.ca/parents/learning/view/covid-19-grandparents-and-the-future', 'https://www.newwestrecord.ca/entertainment/shaun-majumder-talks-parenting-prejudice-and-his-new-west-show-1.24002375', 'https://www.cbc.ca/television/22-minutes-trent-mcclellan-on-creative-process-being-black-in-nl-and-more-1.5532558']"
Ontario,just people times think things family feel know ,0,"['PHOTOS: South Surrey tractor project evokes ‘$1-million smile,’ helps connect neighbours – Maple Ridge News', 'Struggling boutique gyms navigate unique COVID-19 pandemic challenges', 'Some tricks for a proper Manhattan (Hint: don’t forget the bitters)', ""'Caring is cool': Craig and Marc Kielburger have always had a knack for saying the nicest things"", 'Port Moody kids come together — but apart — to paint messages of hope']","['https://www.mapleridgenews.com/community/photos-south-surrey-tractor-project-evokes-1-million-smile-helps-connect-neighbours/', 'https://www.cp24.com/lifestyle/struggling-boutique-gyms-navigate-unique-covid-19-pandemic-challenges-1.5027597', 'https://www.thestar.com/life/food_wine/advice/2020/07/11/some-tricks-for-a-proper-manhattan-hint-dont-forget-the-bitters.html', 'https://nationalpost.com/news/caring-is-cool-craig-and-marc-kielburger-have-always-had-a-knack-for-saying-the-nicest-things/wcm/272fafe6-197f-46b6-b91e-a669289f6be7/', 'https://www.tricitynews.com/community/port-moody-kids-come-together-but-apart-to-paint-messages-of-hope-1.24105618']",50.000678,-86.000977,lifestyle,20.0,14.0,11.0,"['https://www.mapleridgenews.com/community/photos-south-surrey-tractor-project-evokes-1-million-smile-helps-connect-neighbours/', 'https://www.cp24.com/lifestyle/struggling-boutique-gyms-navigate-unique-covid-19-pandemic-challenges-1.5027597', 'https://www.thestar.com/life/food_wine/advice/2020/07/11/some-tricks-for-a-proper-manhattan-hint-dont-forget-the-bitters.html', 'https://nationalpost.com/news/caring-is-cool-craig-and-marc-kielburger-have-always-had-a-knack-for-saying-the-nicest-things/wcm/272fafe6-197f-46b6-b91e-a669289f6be7/', 'https://www.tricitynews.com/community/port-moody-kids-come-together-but-apart-to-paint-messages-of-hope-1.24105618']"
Ottawa,just people times think things family feel know ,0,"['Profiles of Excellence: Terry Beech, MP Burnaby North -Seymour', 'How fighting cancer during pandemic brought this mother and daughter closer']","['https://www.burnabynow.com/standout/profiles-of-excellence-terry-beech-mp-burnaby-north-seymour-1.23527023', 'https://www.cbc.ca/radio/how-fighting-cancer-during-pandemic-brought-this-mother-and-daughter-closer-1.5649452']",45.421106,-75.690308,lifestyle,20.0,14.0,11.0,"['https://www.burnabynow.com/standout/profiles-of-excellence-terry-beech-mp-burnaby-north-seymour-1.23527023', 'https://www.cbc.ca/radio/how-fighting-cancer-during-pandemic-brought-this-mother-and-daughter-closer-1.5649452']"
Pakistan,just people times think things family feel know ,0,['How writing Canada Reads contender We Have Always Been Here helped Samra Habib deal with past trauma'],['https://www.cbc.ca/books/canadareads/how-writing-canada-reads-contender-we-have-always-been-here-helped-samra-habib-deal-with-past-trauma-1.5474041'],30.3308401,71.247499,lifestyle,20.0,14.0,11.0,['https://www.cbc.ca/books/canadareads/how-writing-canada-reads-contender-we-have-always-been-here-helped-samra-habib-deal-with-past-trauma-1.5474041']
Palm Springs,just people times think things family feel know ,0,['Custom Gift Baskets: 4 absolutely perfect occasions to give one'],['https://www.tricitynews.com/standout/custom-gift-baskets-4-absolutely-perfect-occasions-to-give-one-1.2214292'],33.8246269,-116.54030300000001,lifestyle,20.0,14.0,11.0,['https://www.tricitynews.com/standout/custom-gift-baskets-4-absolutely-perfect-occasions-to-give-one-1.2214292']
Papenburg,just people times think things family feel know ,0,['Comet NEOWISE delights local stargazers'],['https://www.therecord.com/news/waterloo-region/2020/07/13/comet-neowise-delights-local-stargazers.html'],53.0898943,7.3869777,lifestyle,20.0,14.0,11.0,['https://www.therecord.com/news/waterloo-region/2020/07/13/comet-neowise-delights-local-stargazers.html']
Paris,just people times think things family feel know ,0,"['Chilliwack author pens memoir of her dad, releases book for Father’s Day – Chilliwack Progress', 'Summer 2018 Reading List']","['https://www.theprogress.com/entertainment/chilliwack-author-pens-memoir-of-her-dad-releases-book-for-fathers-day/', 'https://www.tricitynews.com/news/summer-2018-reading-list-1.23385092']",48.8566969,2.3514616000000004,lifestyle,20.0,14.0,11.0,"['https://www.theprogress.com/entertainment/chilliwack-author-pens-memoir-of-her-dad-releases-book-for-fathers-day/', 'https://www.tricitynews.com/news/summer-2018-reading-list-1.23385092']"
Pennsylvania,just people times think things family feel know ,0,"[""Couple finds out they're living with thousands of bees after fresh honey drips down their walls""]",['https://www.ctvnews.ca/world/couple-finds-out-they-re-living-with-thousands-of-bees-after-fresh-honey-drips-down-their-walls-1.5025459'],40.9699889,-77.72788309999999,lifestyle,20.0,14.0,11.0,['https://www.ctvnews.ca/world/couple-finds-out-they-re-living-with-thousands-of-bees-after-fresh-honey-drips-down-their-walls-1.5025459']
Philippines,just people times think things family feel know ,0,['Family celebrates COVID-19 survivor’s 102nd birthday outside Mississauga nursing home'],['https://toronto.ctvnews.ca/family-celebrates-covid-19-survivor-s-102nd-birthday-outside-mississauga-nursing-home-1.5017773'],12.7503486,122.7312101,lifestyle,20.0,14.0,11.0,['https://toronto.ctvnews.ca/family-celebrates-covid-19-survivor-s-102nd-birthday-outside-mississauga-nursing-home-1.5017773']
Pitt Meadows,just people times think things family feel know ,0,['5 tips for a stress-free wedding'],['https://www.tricitynews.com/standout/5-tips-for-a-stress-free-wedding-1.2266304'],49.2207623,-122.6901534,lifestyle,20.0,14.0,11.0,['https://www.tricitynews.com/standout/5-tips-for-a-stress-free-wedding-1.2266304']
Queendom,just people times think things family feel know ,0,['Harry and Meghan’s frigid farewell from royals proves them right to run'],['https://www.thestar.com/entertainment/opinion/2020/03/10/harry-and-meghans-frigid-farewell-from-royals-proves-them-right-to-run.html'],16.417144200000003,120.62425026968478,lifestyle,20.0,14.0,11.0,['https://www.thestar.com/entertainment/opinion/2020/03/10/harry-and-meghans-frigid-farewell-from-royals-proves-them-right-to-run.html']
Ramsay,just people times think things family feel know ,0,"[""'Turk' the turkey finds a new home in Bridgeland""]",['https://calgary.ctvnews.ca/turk-the-turkey-finds-a-new-home-in-bridgeland-1.5025675'],51.037727,-114.041219,lifestyle,20.0,14.0,11.0,['https://calgary.ctvnews.ca/turk-the-turkey-finds-a-new-home-in-bridgeland-1.5025675']
Regina Beach,just people times think things family feel know ,0,['Saskatchewan centenarian tees off on 100th birthday'],['http://regina.ctvnews.ca/saskatchewan-centenarian-tees-off-on-100th-birthday-1.5027701'],50.7911888,-104.98577490000001,lifestyle,20.0,14.0,11.0,['http://regina.ctvnews.ca/saskatchewan-centenarian-tees-off-on-100th-birthday-1.5027701']
Richmond,just people times think things family feel know ,0,"['Richmond dancer dives into novel writing', 'Supporting moms through prenatal and postnatal workouts', 'Four reasons you and your pooch need a dog walker in your lives']","['https://www.richmond-news.com/arts/richmond-dancer-dives-into-novel-writing-1.24155547', 'https://www.richmond-news.com/standout/supporting-moms-through-prenatal-and-postnatal-workouts-1.22678330', 'https://www.richmond-news.com/standout/four-reasons-you-and-your-pooch-need-a-dog-walker-in-your-lives-1.23423320']",37.5385087,-77.43428,lifestyle,20.0,14.0,11.0,"['https://www.richmond-news.com/arts/richmond-dancer-dives-into-novel-writing-1.24155547', 'https://www.richmond-news.com/standout/supporting-moms-through-prenatal-and-postnatal-workouts-1.22678330', 'https://www.richmond-news.com/standout/four-reasons-you-and-your-pooch-need-a-dog-walker-in-your-lives-1.23423320']"
Rome,just people times think things family feel know ,0,"['Chuck Erion: ""A Pilgrimage to Eternity""']",['https://www.therecord.com/entertainment/books/2020/01/03/chuck-erion-a-pilgrimage-to-eternity.html'],41.8933203,12.4829321,lifestyle,20.0,14.0,11.0,['https://www.therecord.com/entertainment/books/2020/01/03/chuck-erion-a-pilgrimage-to-eternity.html']
Seattle,just people times think things family feel know ,0,['Tapestry @25: Writer and speaker Ijeoma Oluo'],['https://www.cbc.ca/radio/tapestry/author-of-so-you-want-to-talk-about-race-ijeoma-oluo-wants-to-change-the-conversation-about-racial-oppression-1.4636418'],47.6038321,-122.3300624,lifestyle,20.0,14.0,11.0,['https://www.cbc.ca/radio/tapestry/author-of-so-you-want-to-talk-about-race-ijeoma-oluo-wants-to-change-the-conversation-about-racial-oppression-1.4636418']
Sheila,just people times think things family feel know ,0,['Lifetimes: Childhood memories lasted more than a century'],['https://www.therecord.com/news/waterloo-region/2020/07/13/lifetimes-childhood-memories-lasted-more-than-a-century.html'],47.4799705,-64.9196804,lifestyle,20.0,14.0,11.0,['https://www.therecord.com/news/waterloo-region/2020/07/13/lifetimes-childhood-memories-lasted-more-than-a-century.html']
Shoes,just people times think things family feel know ,0,"['Bits, boobs and running shoes: Sun Run training Week 7']",['https://www.bowenislandundercurrent.com/sports/bits-boobs-and-running-shoes-sun-run-training-week-7-1.1791797'],32.8609541,35.2568378,lifestyle,20.0,14.0,11.0,['https://www.bowenislandundercurrent.com/sports/bits-boobs-and-running-shoes-sun-run-training-week-7-1.1791797']
Singapore,just people times think things family feel know ,0,"[""Rambunctious rats trade blows as cat 'referees'""]",['https://torontosun.com/news/weird/rambunctious-rats-trade-blows-as-cat-referees'],1.357107,103.81949920000001,lifestyle,20.0,14.0,11.0,['https://torontosun.com/news/weird/rambunctious-rats-trade-blows-as-cat-referees']
Smoliga,just people times think things family feel know ,0,['How many hotdogs can 1 person eat? Scientist uses math to figure it out'],['https://www.cbc.ca/radio/asithappens/how-many-hotdogs-can-1-person-eat-scientist-uses-math-to-figure-it-out-1.5652327'],0.0,0.0,lifestyle,20.0,14.0,11.0,['https://www.cbc.ca/radio/asithappens/how-many-hotdogs-can-1-person-eat-scientist-uses-math-to-figure-it-out-1.5652327']
Squamish,just people times think things family feel know ,0,['From productive Squamish citizen to behind bars — and back?'],['https://www.bowenislandundercurrent.com/opinion/from-productive-squamish-citizen-to-behind-bars-and-back-1.24169372'],49.6980743,-123.15586119999999,lifestyle,20.0,14.0,11.0,['https://www.bowenislandundercurrent.com/opinion/from-productive-squamish-citizen-to-behind-bars-and-back-1.24169372']
St. John’s,just people times think things family feel know ,0,['Vancouver actress goes to the dogs in Hudson & Rex'],['https://www.vancourier.com/entertainment/vancouver-actress-goes-to-the-dogs-in-hudson-rex-1.23668541'],47.561701,-52.715149,lifestyle,20.0,14.0,11.0,['https://www.vancourier.com/entertainment/vancouver-actress-goes-to-the-dogs-in-hudson-rex-1.23668541']
Switzerland,just people times think things family feel know ,0,"['Why are we so nostalgic? Because the pain feels good, and we’re not likely to be buried alive for it']",['https://www.thestar.com/entertainment/books/2020/07/16/why-are-we-so-nostalgic-because-the-pain-feels-good-and-were-not-likely-to-be-buried-alive-for-it.html'],46.7985624,8.231973599999998,lifestyle,20.0,14.0,11.0,['https://www.thestar.com/entertainment/books/2020/07/16/why-are-we-so-nostalgic-because-the-pain-feels-good-and-were-not-likely-to-be-buried-alive-for-it.html']
Taiwan,just people times think things family feel know ,0,"[""North Van author wins Federation of BC Writers' annual short story contest""]",['https://www.nsnews.com/entertainment/books/north-van-author-wins-federation-of-bc-writers-annual-short-story-contest-1.24148078'],23.59829785,120.8353631381752,lifestyle,20.0,14.0,11.0,['https://www.nsnews.com/entertainment/books/north-van-author-wins-federation-of-bc-writers-annual-short-story-contest-1.24148078']
Talerico,just people times think things family feel know ,0,['Windsor man receives homecoming surprise after 113 days of COVID-19 hospitalization'],['http://windsor.ctvnews.ca/windsor-man-receives-homecoming-surprise-after-113-days-of-covid-19-hospitalization-1.5028756'],33.7217751,-84.759936,lifestyle,20.0,14.0,11.0,['http://windsor.ctvnews.ca/windsor-man-receives-homecoming-surprise-after-113-days-of-covid-19-hospitalization-1.5028756']
Tara,just people times think things family feel know ,0,['Life and style with Tara Elston – Maple Ridge News'],['https://www.mapleridgenews.com/life/life-and-style-with-tara-elston/'],56.902587,74.3698652,lifestyle,20.0,14.0,11.0,['https://www.mapleridgenews.com/life/life-and-style-with-tara-elston/']
Tickets,just people times think things family feel know ,0,['The ultimate girls’ day out is back for another year! – Chilliwack Progress'],['https://www.theprogress.com/marketplace/the-ultimate-girls-day-out-is-back-for-another-year/'],41.009661,-96.30268690000001,lifestyle,20.0,14.0,11.0,['https://www.theprogress.com/marketplace/the-ultimate-girls-day-out-is-back-for-another-year/']
Tonto,just people times think things family feel know ,0,['Margaret Atwood on post-Covid hopes. Plus baking'],['https://www.thestar.com/entertainment/books/opinion/2020/07/17/margaret-atwood-on-post-covid-hopes-plus-baking.html'],22.40170485,85.60709563757666,lifestyle,20.0,14.0,11.0,['https://www.thestar.com/entertainment/books/opinion/2020/07/17/margaret-atwood-on-post-covid-hopes-plus-baking.html']
